CODE,DISPLAY,COUNT,PERCENTAGE_OF_CLAIMS,,CLAIM_COUNT,TYPE,PERCENTAGE_OF_CLAIMS
10000000005813,Obstetrics and Gynecology Hospital,1684,0.00%,,,,
10000300101001,Pharmacy Nahdi FourTwo,1683,0.00%,,,,
10000300164454,Pharmacy Nahdi OneEightNine,1681,0.00%,,,,
10000300129564,Al Dawaa Pharmacy eight hundred sixty,1680,0.00%,,,,
10000300145040,Al Dawaa Pharmacy six hundred thirty eight,1679,0.00%,,,,
10000300307921,Pharmacy Nahdi Two EightNine,1677,0.00%,,,,
10000300053749,Al dawaa Pharmacy one thousand fifteen,1674,0.00%,,,,
10000300065206,Pharmacy Nahdi Three One One,1674,0.00%,,,,
10000300324041,Almahdiya Medical Center,1674,0.00%,,,,
10000300315759,Pharmacy Nahdi Three ZeroFour,1673,0.00%,,,,
10000300314349,Pharmacy Nahdi Four One One,1669,0.00%,,,,
10000300289764,Doctor M Riyadh Park Branch,1669,0.00%,,,,
10000300215587,Magrabi Doctor M Al Qasr Mall,1666,0.00%,,,,
10000300044391,almahaopticals,1666,0.00%,,,,
10000300264155,Pharmacy Nahdi    Three,1665,0.00%,,,,
10000300180302,Aldawaa Pharmacy Three hundred and seventeen,1664,0.00%,,,,
10000300140165,AlDawaa Pharmacy  eight hundred seventy five,1662,0.00%,,,,
10000300064613,AlDawaa Pharmacy Four hundred and forty five,1661,0.00%,,,,
10000300284815,Pharmacy   Nahdi Six,1660,0.00%,,,,
10000300135504,AlDawaa Pharmacy One hundred and nineteen,1659,0.00%,,,,
10000300118849,First Care Medical Company,1657,0.00%,,,,
10000300070065,ALMAHAOPTICAL ELJAZEERA,1652,0.00%,,,,
10000300156609,AlDawaa Pharmacy Thirty nine,1652,0.00%,,,,
10000300175807,ALBADR OPTICAL 3 A,1652,0.00%,,,,
10000300059829,AL-SALMAN OPTICAL Al-Rabwah,1650,0.00%,,,,
10000300089420,Dr Marzouq Al Qannas  Medical Complex,1650,0.00%,,,,
10000300228200,AlSalman Optics Nakheel Mall Store,1647,0.00%,,,,
10000300292636,Stars Smile for Dental and dermatology-Riyadh,1646,0.00%,,,,
10000300145214,Nahdi  Pharmacy forty  nine  Johan,1645,0.00%,,,,
10000300314240,Pharmacy Nahdi One One Eight,1644,0.00%,,,,
10000300130612,ALMAHAOPTICAL ELSHIFA TWO,1643,0.00%,,,,
10000300183348,Majal Dental Clinic,1643,0.00%,,,,
10000300144035,Pharmacy Nahdi  One Eight,1642,0.00%,,,,
10000300116165,almahaopticals,1639,0.00%,,,,
10000300276241,Pharmacy Nahdi Two  Two,1639,0.00%,,,,
10000300231840,Pharmacy Nahdi  Seven,1637,0.00%,,,,
10000300046248,almahaopticals Elyasmeen,1637,0.00%,,,,
10000300204243,Al Dawaa PharmacyÂ six hundred six,1637,0.00%,,,,
10000300136072,Nahdi Pharmacy forty nine,1636,0.00%,,,,
10000300310230,Pharmacy Nahdi Three ZeroOne,1632,0.00%,,,,
10000000068047,Branch of Magrabi Optical Company Ltd. 9 in Jubail,1631,0.00%,,,,
10000300206974,Pharmacy NahdiTwo One Eight,1629,0.00%,,,,
10000300079330,AlDawaa Pharmacy Forty six,1627,0.00%,,,,
10000300157193,nahdi22,1623,0.00%,,,,
10000300043617,Aldawaa Pharmacy Ninety,1622,0.00%,,,,
10000300185384,AlDawaa Pharmacy eighty eight,1622,0.00%,,,,
10000300051552,Nahdi Pharmacy One zero five,1620,0.00%,,,,
10000300308226,Al Nahdi Pharmacy Three hundred and twentyone,1620,0.00%,,,,
10000300051750,Pharmacy Nahdi One Three  Three,1619,0.00%,,,,
10000300197777,GULF SMILE POLYCLINICS FOR DENTAL,1615,0.00%,,,,
10000300091681,Dent Dental Specialized Medical Complex,1614,0.00%,,,,
10000300109988,Pharmacy NahdiNineOne,1614,0.00%,,,,
10000300093513,Pharmacy Nahdi Two Two,1609,0.00%,,,,
10000300236518,Darkov physiotherapy center,1608,0.00%,,,,
10000300073465,Pharmacy Nahdi Six Five,1607,0.00%,,,,
10000300062724,Al Barakat Optical King Fahad Area King Fahad Road,1606,0.00%,,,,
10000300196548,Pharmacy Nahdi Nine Zero,1602,0.00%,,,,
10000300206552,Pharmacy Nahdi ninety two,1602,0.00%,,,,
10000300127717,AlDawaa Pharmacy Six hundred and four,1599,0.00%,,,,
10000300288717,Al Dawaa Pharmacy one thousand two hundred and thirteen,1598,0.00%,,,,
10000300310602,Pharmacy Nahdi Four Zero Seven,1597,0.00%,,,,
10000300163993,AlDawaa Pharmacy Nineteen,1597,0.00%,,,,
10000300312848,Doctor M Al Hamra Mall branch,1595,0.00%,,,,
10000300035068,ALMAHAOPTICAL LABAN ONE,1592,0.00%,,,,
10000300157987,Pharmacy Nahdi Three One Seven,1592,0.00%,,,,
10000300177506,Doctor M AlNokhba center branch,1592,0.00%,,,,
10000300099965,Pharmacy Nahdi Eight One,1591,0.00%,,,,
10000300125315,Pharmacy Nahdi Nine Two,1587,0.00%,,,,
10000300097167,Al dawaa Pharmacy nine hundred and twenty eight,1586,0.00%,,,,
10000300058904,Pharmacy Nahdi Two Zero Three,1584,0.00%,,,,
10000300076377,ALMAHAOPTICAL ONAIZAH,1583,0.00%,,,,
10000300185665,Pharmacy Nahdi two four,1583,0.00%,,,,
10000300060942,Pharmacy Nahdi OneNineSeven,1582,0.00%,,,,
10000300198700,Pharmacy Nahdi  four,1581,0.00%,,,,
10000300128079,Pharmacy  Nahdi Fourteen,1580,0.00%,,,,
10000300164918,aldawaa,1574,0.00%,,,,
10000300042544,AlDawaa Pharmacy Three hundred and thirteen,1567,0.00%,,,,
10000300241419,Al Dawaa Pharmacy one thousand one hundred twenty four,1567,0.00%,,,,
10000000000674,almahd hospital,1564,0.00%,,,,
10000300036694,almahaopticals,1562,0.00%,,,,
10000300198148,Balsam Rayyan Medical Complex,1562,0.00%,,,,
10000300091616,AlDawaa Pharmacy One hundred and eighty two,1556,0.00%,,,,
10000300277041,Doctor M Salam Mall branch,1556,0.00%,,,,
10000000038933,prince abdulmgjeed,1555,0.00%,,,,
10000300309141,Pharmacy Nahdi Two NineTwo,1554,0.00%,,,,
10000300242227,Pharmacy Nahdi  Four  Six,1552,0.00%,,,,
10000300226873,Pharmacy NahdiOne Five,1550,0.00%,,,,
10000300117742,Almadina Optics Company Branch Sulaymaniyah district,1549,0.00%,,,,
10000000002353,OYUN CITY HOSPITAL,1547,0.00%,,,,
10000300178249,FARZA OPTICS - ALJUBAIL 2,1545,0.00%,,,,
10000300089511,AL-SALMAN OPTICAL Al-Takhassusi,1544,0.00%,,,,
10000000047801,Sadui Red Crescent Albaha Bransh,1544,0.00%,,,,
10000300111190,Al Dawaa Pharmacy six hundred eighty six,1543,0.00%,,,,
10000300114111,Pharmacy Nahdi ThreeSix,1543,0.00%,,,,
10000300086954,Pharmacy Nahdi Seven Six,1541,0.00%,,,,
10000300218151,Themar Alzamen Medical Complex,1541,0.00%,,,,
10000300134812,ALNAHDI PHARMACY 24,1539,0.00%,,,,
10000300122973,Al Dawaa Pharmacy Sixty six,1539,0.00%,,,,
10000300243761,Al Dawaa Pharmacy one thousand one hundred thirty six,1539,0.00%,,,,
10000300181060,Pharmacy Nahdi One One Six,1538,0.00%,,,,
10000300084918,Magrabi Optical ALNoor Mall Branch,1536,0.00%,,,,
10000300114210,Barakat Optical Um Al Hamamm Western Area Prince Nawaf Bin Abdul Aziz St,1535,0.00%,,,,
10000300181284,Hussain Ali Mohsen AlSaqqaf Trading Est Category C,1535,0.00%,,,,
10000300101746,AlDawaa Pharmacy Thirty four,1532,0.00%,,,,
10000300196837,nahdi11,1532,0.00%,,,,
10000300070503,Al Dawaa Pharmacy Five Hundred and Twelve in Rafha,1531,0.00%,,,,
10000300065842,magrabi.com,1531,0.00%,,,,
10000300122171,rouya alkhaldia,1531,0.00%,,,,
10000300120589,Pharmacy Nahdi Two Nine Six,1531,0.00%,,,,
10000300084033,Pharmacy Nahdi Three Six,1530,0.00%,,,,
10000300127469,Pharmacy Nahdi One Two Six,1528,0.00%,,,,
10000300146279,nahdi1,1527,0.00%,,,,
10000300079702,ALDAWAA,1526,0.00%,,,,
10000300055512,renad optical,1522,0.00%,,,,
10000300070636,AlDawaa Pharmacy One hundred and eighty eight,1521,0.00%,,,,
10000300095179,Pharmacy Nahdi Eight Three,1519,0.00%,,,,
10000300204292,Pharmacy Nahdi Eight Nine,1518,0.00%,,,,
10000300160296,Pharmacy Nahdi Two Nine Four,1518,0.00%,,,,
10000300248224,AlDawaa Pharmacy one thousand two hundred and forty seven,1517,0.00%,,,,
10000300103510,Al Dawaa Pharmacy eight hundred fourteen,1516,0.00%,,,,
10000300204599,Pharmacy Nahdi Three Three,1515,0.00%,,,,
10000300074109,AlDawaa Pharmacy One hundred and ninety six,1514,0.00%,,,,
10000300278163,SHMOUKH MUBARAK SAUD ALZOQIHAN POLYCLINICC,1509,0.00%,,,,
10000300298005,Magrabi Lesson Valley Branch,1504,0.00%,,,,
10000300056189,AlDawaa Pharmacy One hundred and twelve,1503,0.00%,,,,
10000300155510,ALMAHAOPTICAL ELRAHMANYA ONE,1498,0.00%,,,,
10000300218284,Narjeel Medical,1496,0.00%,,,,
10000300042486,ALKHAZAN MEDICAL CENTER COMPANY,1495,0.00%,,,,
10000300169537,Alya optical 1,1495,0.00%,,,,
10000300134382,Dareen Optics,1494,0.00%,,,,
10000300196142,Pharmacy Nahdi One Nine4,1494,0.00%,,,,
10000300057484,Al Badr Al Mutawar Medical,1494,0.00%,,,,
10000300133020,Pharmacy Nahdi Four Zero,1493,0.00%,,,,
10000300162060,Pharmacy Nahdi One Two  Eight,1492,0.00%,,,,
10000300046495,Pharmacy Nahdi eighty eight,1487,0.00%,,,,
10000300043138,Pharmacy Nahdi eight  six,1484,0.00%,,,,
10000300157441,aldawaa,1484,0.00%,,,,
10000300113220,Al Barakat Hearing Center 1,1482,0.00%,,,,
10000300189675,AlDawaa Pharmacy Seven hundred and ninety eight,1482,0.00%,,,,
10000300222534,Pharmacy Nahdi TwoOneSix,1481,0.00%,,,,
10000300155437,Al Dawaa Pharmacy one hundred and sixty four,1478,0.00%,,,,
10000300098702,ALMAHAOPTICAL ELBADYAA TWO,1477,0.00%,,,,
10000300214671,AlDawaa pharmacy two hundred and thirtyeight,1477,0.00%,,,,
10000300206560,Doctor M Al Nakheel Mall branch,1476,0.00%,,,,
10000300194436,Pharmacy Nahdi One Two Nine,1467,0.00%,,,,
10000300077094,Nahdi Pharmacy sixty one,1467,0.00%,,,,
10000300294541,alsharq poly clinic number twoo,1466,0.00%,,,,
10000300203302,ALASAS SPECIALIST POLYCLINICI,1465,0.00%,,,,
10000300049085,Pharmacy Nahdi One Nine Four,1463,0.00%,,,,
10000300093786,Pharmacy Nahdi Two Seven Zero,1461,0.00%,,,,
10000300155544,Tutia Optical  Anas,1457,0.00%,,,,
10000300125190,Pharmacy Nahdi Seven Nine,1455,0.00%,,,,
10000300084959,Pharmacy NahdiTwo Seven Seven,1453,0.00%,,,,
10000300188032,ALMAHAOPTICAL SHOBRA,1452,0.00%,,,,
10000300107917,Pharmacy Nahdi Six Eight,1450,0.00%,,,,
10000300184106,fahad dental complex,1450,0.00%,,,,
10000300068747,Pharmacy Nahdi Four Zero,1448,0.00%,,,,
10000300042726,ALHYAT MEDICAL COMPLEX CLINIC,1448,0.00%,,,,
10000300118500,Pharmacy Nahdi One Nine Nine,1447,0.00%,,,,
10000300195250,Pharmacy Nahdi Two Six Nine,1446,0.00%,,,,
10000300131701,Pharmacy Nahdi Three Four Five,1443,0.00%,,,,
10000300114848,AL-SALMAN OPTICAL Al-Urubah,1443,0.00%,,,,
10000000047686,Saudi Red Crescent Najran Branch,1441,0.00%,,,,
10000300063458,AlDawaa Pharmacy Seven hundred and fifty two,1439,0.00%,,,,
10000300321955,Pharmacy Nahdi Three ZeroEight,1438,0.00%,,,,
10000300107172,Al dawaa Pharmacy one thousand and two,1436,0.00%,,,,
10000300237342,Al Dawaa Pharmacy one thousand one hundred twenty,1436,0.00%,,,,
10000300144530,Pharmacy Nahdi Two Three Five,1436,0.00%,,,,
10000300084041,Pharmacy Nahdi Three Four,1435,0.00%,,,,
10000300094339,ALMAHAOPTICAL ELSHARAFIA,1433,0.00%,,,,
10000300081146,AlDawaa Pharmacy sixty one,1433,0.00%,,,,
10000300137419,Pharmacy Nahdi Three,1427,0.00%,,,,
10000300098694,AlDawaa Pharmacy Three hundred and sixty seven,1427,0.00%,,,,
10000300099858,Al Dawaa Pharmacy six hundred thirty seven,1426,0.00%,,,,
10000300125745,AL FAISALIAH HADDAD OPTICS CO,1426,0.00%,,,,
10000300067319,Barakat Optical Al Shuhada Area Granada Mall,1425,0.00%,,,,
10000300319728,Fakeeh Vision Company Imam Saud Branch Riyadh,1424,0.00%,,,,
10000300069802,Pharmacy Nahdi Two One,1424,0.00%,,,,
10000300094875,Pharmacy Nahdi One Six One,1424,0.00%,,,,
10000300123492,Al Dawaa Pharmacy two hundred forty seven,1420,0.00%,,,,
10000000059624,"Al-Dawaa Pharmacy, News No. 1",1419,0.00%,,,,
10000300131206,ALMAHAOPTICAL,1414,0.00%,,,,
10000300093562,AlDawaa Pharmacy Number six,1414,0.00%,,,,
10000300053467,nahdi48,1414,0.00%,,,,
10000300127659,Almaha Opticals,1409,0.00%,,,,
10000300091111,ALMAHAOPTICAL ELMORSALAT,1409,0.00%,,,,
10000300205158,AlDawaa pharmacy two hundred and thirtyfive,1405,0.00%,,,,
10000300212345,Pharmacy Nahdi Three Seven  Four,1405,0.00%,,,,
10000300314539,MOHAMED POLYCLINIC,1404,0.00%,,,,
10000300287958,Medicine pharmacy nine hundred and eightyfour,1400,0.00%,,,,
10000300127931,ENT MEDICAL CENTER,1398,0.00%,,,,
10000000040384,Prince Mohammed Bin Fahad-Qatif,1397,0.00%,,,,
10000300292743,AlNahdi Pharmacy three hundred and nine,1395,0.00%,,,,
10000300030614,Aldawaa Pharmacy sixty five,1394,0.00%,,,,
10000300225768,Pharmacy Nahdi thirty six,1393,0.00%,,,,
10000300088679,AlDawaa Pharmacy twenty six,1393,0.00%,,,,
10000300220280,Tadawi New Medical Center,1393,0.00%,,,,
10000300312277,Pharmacy Nahdi Four Three,1389,0.00%,,,,
10000300044441,Pharmacy Nahdi One Eight Four,1388,0.00%,,,,
10000300139399,Pharmacy   Nahdi    Seven,1387,0.00%,,,,
10000300161989,Pharmacy Nahdi Five Zero,1387,0.00%,,,,
10000300093794,Pharmacy Nahdi One Seven One,1386,0.00%,,,,
10000300179528,Pharmacy Nahdi Three Five Seven,1383,0.00%,,,,
10000300116819,Aldawaa pharmacy nine hundred sixty two,1382,0.00%,,,,
10000300311220,Fakeeh Vision Company Centro Plaza Branch Riyadh,1381,0.00%,,,,
10000300155825,Pharmacy Nahdi Eight,1381,0.00%,,,,
10000300147814,Pharmacy Nahdi Nine Seven,1380,0.00%,,,,
10000300064779,Pharmacy Nahdi EightThree,1376,0.00%,,,,
10000300090808,FARZA OPTICS - ALKHOBER 1,1375,0.00%,,,,
10000300157797,eye to eye optics,1372,0.00%,,,,
10000300050158,Rawdat Al Aqsa Polyclinic (1),1372,0.00%,,,,
10000300190970,nahdi35,1372,0.00%,,,,
10000300185772,Pharmacy Nahdi Three Two,1372,0.00%,,,,
10000300164124,Al Duliman Optcs JUBL,1370,0.00%,,,,
10000300154661,Al Dawaa Pharmacy one thousand two hundred and sixty five,1369,0.00%,,,,
10000300184544,AlDawaa Pharmacy One hundred and fifteen,1367,0.00%,,,,
10000000002436,AlMithnab General Hospital,1365,0.00%,,,,
10000300037916,Pharmacy Nahdi Three Zero,1361,0.00%,,,,
10000300152053,sama albasim,1360,0.00%,,,,
10000300125760,six hundred eighty nine,1358,0.00%,,,,
10000000016027,almahjar PHC,1357,0.00%,,,,
10000300152855,FARZA OPTICS - Al Jubil â€“ alfanater,1356,0.00%,,,,
10000300059274,Pharmacy Nahdi Five,1353,0.00%,,,,
10000300192166,AlDawaa Pharmacy Seven hundred and ninety five,1350,0.00%,,,,
10000300138060,HADDAD OPTICS CO Al Shehabiya Uqair Road,1350,0.00%,,,,
10000300245261,Pharmacy Nahdi fifty two,1349,0.00%,,,,
10000300090204,Pharmacy Nahdi One Three Four,1349,0.00%,,,,
10000300064829,Al Nahdi Medical Company,1349,0.00%,,,,
10000300135066,Al Dawaa Pharmacy one thousand one hundred forty five,1348,0.00%,,,,
10000300278189,Doctor M Irqah Plaza branch,1347,0.00%,,,,
10000000030070,Irada mental health complex in Riyadh,1346,0.00%,,,,
10000300166152,eyeworld clinic,1346,0.00%,,,,
10000300266275,Future Health Care Company,1346,0.00%,,,,
10000300294640,Doctor M Al Faisaliah Square Branch,1345,0.00%,,,,
10000300076856,Al Dawaa Pharmacy one thousand two hundred and sixty six,1343,0.00%,,,,
10000300257720,AlDawaa Pharmacy one thousand two hundred and forty nine,1342,0.00%,,,,
10000300128343,AlDawaa Pharmacy number Ninety one,1342,0.00%,,,,
10000300076310,NAHDI PHARMACY 3,1338,0.00%,,,,
10000300247747,Pharmacy Nahdi One Zero Five,1333,0.00%,,,,
10000300111497,Pharmacy Nahdi Two Four Six,1333,0.00%,,,,
10000300205547,AlDawaa Pharmacy Two hundred and thirty,1332,0.00%,,,,
10000300201934,Civilization Union Specialized Medical Complex,1332,0.00%,,,,
10000300155163,Pharmacy  Nahdi Four  Nine,1330,0.00%,,,,
10000300043161,NAHDI PHARMACY 16,1328,0.00%,,,,
10000300033626,AlDawaa Pharmacy Three hundred and ninety three,1328,0.00%,,,,
10000300200381,Pharmacy Nahdi One Eight One,1325,0.00%,,,,
10000300097803,Pharmacy  Nahdi  twenty four,1325,0.00%,,,,
10000300141098,Pharmacy Nahdi One Ten,1323,0.00%,,,,
10000300062542,AlDawaa Pharmacy One hundred and thirty five,1323,0.00%,,,,
10000300079652,Pharmacy Nahdi One Zero Zero,1321,0.00%,,,,
10000300176482,AlDawaa Pharmacy Forty four,1319,0.00%,,,,
10000300089537,Pharmacy Nahdi One Zero Eight,1313,0.00%,,,,
10000300086533,GMCC,1310,0.00%,,,,
10000300197298,Pharmacy Nahdi Seven Two,1309,0.00%,,,,
10000300128046,AlDawaa Pharmacy Four hundred and fifty eight,1309,0.00%,,,,
10000300040662,Pharmacy Nahdi one one three,1309,0.00%,,,,
10000300296637,"AL-SALMAN OPTICAL Al Qairawan,",1309,0.00%,,,,
10000300240551,Al Dawaa Pharmacy one thousand two hundred thirty two,1307,0.00%,,,,
10000300041009,Pharmacy Nahdi Two Five Six,1307,0.00%,,,,
10000300045489,Pharmacy  Nahdi  Eleven,1303,0.00%,,,,
10000300103403,Al dawaa Pharmacy nine hundred and forty,1303,0.00%,,,,
10000300043468,Al Dawaa Pharmacy six hundred fifty eight,1301,0.00%,,,,
10000000000892,Layth General Hospital,1300,0.00%,,,,
10000300170907,ALMAHAOPICAL GHARNATA TWO,1298,0.00%,,,,
10000300206099,MAGRABI OPTICAL Branch Alawali,1297,0.00%,,,,
10000300046164,Al dawaa Pharmacy nine hundred and six,1297,0.00%,,,,
10000300036637,Al Dawaa Pharmacy six hundred seventy seven,1296,0.00%,,,,
10000300230016,Pharmacy  Nahdi One Four Seven,1295,0.00%,,,,
10000000002449,Al-Badaa General Hospital,1294,0.00%,,,,
10000300326814,Fakeeh Vision Company Irqah Branch Riyadh,1294,0.00%,,,,
10000300293436,AlNahdi Pharmacy three hundred and thirty six,1294,0.00%,,,,
10000300129606,ALZULFI POLY CLINIC,1291,0.00%,,,,
10000300306329,Pharmacy Nahdi One Nine5,1291,0.00%,,,,
10000300065289,AlDawaa Pharmacy Three hundred and fifty seven,1288,0.00%,,,,
10000300252572,Al Dawaa Pharmacy one thousand one hundred forty,1287,0.00%,,,,
10000300233937,AlDawaa Pharmacy one thousand two hundred and twenty one,1286,0.00%,,,,
10000300102264,ALMAHAOPTICAL HAFER ALBATIN ONE,1283,0.00%,,,,
10000300060108,Al Dawaa Pharmacy eight hundred thirty eight,1280,0.00%,,,,
10000300118625,Pharmacy Nahdi One Eight Six,1279,0.00%,,,,
10000300145818,AlDawaa Pharmacy Three hundred and sixty,1279,0.00%,,,,
10000300238902,AlDawaa Pharmacy one thousand two hundred and thirty three,1278,0.00%,,,,
10000300160809,Pharmacy Nahdi Six Seven,1278,0.00%,,,,
10000300153861,Pharmacy Nahdi Eight Three,1277,0.00%,,,,
10000300119854,FARZA OPTICS - DAMMAM 2,1275,0.00%,,,,
10000300273446,Al Dawaa Pharmacy One thousand two hundred and seventy six,1273,0.00%,,,,
10000300270988,Magrabi Hail Square Branch,1272,0.00%,,,,
10000300186465,Pharmacy Nahdi Two Eight Four,1271,0.00%,,,,
10000300141411,Al Dawaa Pharmacy six hundred sixty nine,1269,0.00%,,,,
10000300135330,AlDawaa Pharmacy One hundred and five,1268,0.00%,,,,
10000300149182,AlDawaa Pharmacy Three hundred and seven,1268,0.00%,,,,
10000300187273,Pharmacy Nahdi Two Four Seven,1267,0.00%,,,,
10000300099544,Al Dawaa PharmacyÂ six hundred thirteen,1267,0.00%,,,,
10000300178538,Al Dawaa One Hundred Eighty Seven,1266,0.00%,,,,
10000300230057,AlDawaa Pharmacy one thousand two hundred twenty three,1265,0.00%,,,,
10000300256201,Al Dawaa Pharmacy one thousand two hundred and sixty two,1264,0.00%,,,,
10000300166855,Pharmacy Nahdi Four One,1264,0.00%,,,,
10000300100193,Al Dawaa Pharmacy six hundred sixty,1264,0.00%,,,,
10000300145149,Pharmacy Nahdi Two,1263,0.00%,,,,
10000300152103,Pharmacy Nahdi Two Zero Zero,1259,0.00%,,,,
10000300119979,ALMAHAOPTICAL ELMALAZ ONE,1259,0.00%,,,,
10000300091863,AlDawaa Pharmacy Five hundred and twenty nine,1259,0.00%,,,,
10000300049481,AlDawaa Pharmacy One hundred and forty eight,1259,0.00%,,,,
10000300170451,Specialized Experts Center,1258,0.00%,,,,
10000300086962,Pharmacy Nahdi One Eight  Zero,1257,0.00%,,,,
10000300228846,Pharmacy  Nahdi Two One,1256,0.00%,,,,
10000300106349,Pharmacy Nahdi Nine Nine,1255,0.00%,,,,
10000300159843,AL NAHDI PHARMCY 18,1255,0.00%,,,,
10000300066931,AlDawaa Pharmacy Two hundred and fifty,1254,0.00%,,,,
10000300196563,Pharmacy Nahdi One Seven Three,1253,0.00%,,,,
10000300123617,nahdi pharmacy one one seven,1249,0.00%,,,,
10000300066741,AlDawaa Pharmacy one hundred and ninety,1248,0.00%,,,,
10000300097761,AlDawaa Pharmacy Three hundred and forty seven,1245,0.00%,,,,
10000300187364,Pharmacy Nahdi Five,1245,0.00%,,,,
10000300226808,Nafs Medical Therapy,1245,0.00%,,,,
10000300217336,north sahab medical complex,1242,0.00%,,,,
10000300104930,aldawaa pharmacy number five hundred four,1242,0.00%,,,,
10000300166475,almahaoptical elyarmok,1241,0.00%,,,,
10000300051842,Al Dawaa Pharmacy four hundred ninety,1241,0.00%,,,,
10000300215934,Diaa Nammar Pharmacy Co,1239,0.00%,,,,
10000300118377,CureMed Tabsh Medical Centers,1238,0.00%,,,,
10000300087176,Aldwaa pharmacy nine hundred and eight,1237,0.00%,,,,
10000300165097,Pharmacy Nahdi Two Four Two,1232,0.00%,,,,
10000300222336,The Specialist Range for Rehabilitation,1232,0.00%,,,,
10000300135108,almaha optticals hafr elbatin,1232,0.00%,,,,
10000300172291,Pharmacy Nahdi One,1229,0.00%,,,,
10000300058979,Ahaleena Clinics,1227,0.00%,,,,
10000300050752,AlDawaa Pharmacy Fourteen,1226,0.00%,,,,
10000300201207,Pharmacy Nahdi Four,1225,0.00%,,,,
10000300308549,Pharmacy Nahdi Five Four,1218,0.00%,,,,
10000300139985,AlDawaa Pharmacy eighty two,1217,0.00%,,,,
10000300172325,Pharmacy Nahdi Eight Eight,1217,0.00%,,,,
10000300080627,ALMAHAOPTICAL SAAD BIN ABY WAQAS,1214,0.00%,,,,
10000300154307,Pharmacy Nahdi Three One Six,1213,0.00%,,,,
10000300208921,Al Dawaa Pharmacy two hundred sixty seven,1213,0.00%,,,,
10000300257472,Aldawaa pharmacy one thousand eighty and four,1211,0.00%,,,,
10000300146998,AlDawaa Pharmacy Three hundred and eighty eight,1211,0.00%,,,,
10000300295068,Second Opinion Midical Company,1209,0.00%,,,,
10000300143128,AlDawaa Pharmacy One thousand and twenty four,1209,0.00%,,,,
10000300055520,Pharmacy Nahdi Two Six One,1208,0.00%,,,,
10000300113972,AlNahdi Pharmacythree hundred and six,1208,0.00%,,,,
10000300159033,Pharmacy Nahdi One One,1208,0.00%,,,,
10000300194733,AlDawaa Pharmacy Seven hundred and twenty six,1208,0.00%,,,,
10000300153317,ALDAWAA,1207,0.00%,,,,
10000300327242,Pharmacy Nahdi Three Zero Two,1205,0.00%,,,,
10000300266945,alfohose daignostic medical complex,1204,0.00%,,,,
10000300161039,Tutia Optical  Takhassusi,1203,0.00%,,,,
10000300174339,Barakat Optical Al Shhifa Area Ibn Taimiah St,1202,0.00%,,,,
10000300080783,Al Maha Optical Center (A) Seville,1201,0.00%,,,,
10000000000155,King Abdulaziz Hospital  Jeddah,1200,0.00%,,,,
10000300107081,Pharmacy Nahdi Two Seven,1199,0.00%,,,,
10000300095468,Almadina Optics Company Branch Al-Malaz District,1198,0.00%,,,,
10000300277025,mustaqbal of Andalus  Medical company,1198,0.00%,,,,
10000000000049,Khulais General Hospital,1197,0.00%,,,,
10000300035118,Pharmacy Nahdi Three Four,1197,0.00%,,,,
10000300107875,Al dawaa Pharmacy one thousand and thirty one,1195,0.00%,,,,
10000300181300,Al Dawaa Pharmacy six hundred eighty five,1195,0.00%,,,,
10000300241633,Al Dawaa Pharmacy one thousand one hundred seventeen,1194,0.00%,,,,
10000300057831,Pharmacy Nahdi Four One,1194,0.00%,,,,
10000300206073,ALMAHAOPTICAL Makkah ALAWALY,1191,0.00%,,,,
10000300044995,Nahdi Pharmacy Sixty Seven,1189,0.00%,,,,
10000300315544,GIZ DM Rashid Mall,1187,0.00%,,,,
10000300269329,Doctor M Haifa Mall branch,1185,0.00%,,,,
10000300112834,ALMAHAOPTICAL BURIDAH ELRAYAN,1184,0.00%,,,,
10000300218763,Pharmacy  Nahdi  Three Six Zero,1183,0.00%,,,,
10000300181953,Kazma Dental Clinics Complex,1182,0.00%,,,,
10000300228622,Pharmacy Nahdi   Seven Eight,1180,0.00%,,,,
10000300030549,Pharmacy Nahdi One One One,1177,0.00%,,,,
10000300244793,AlDawaa Pharmacy two hundred and eighty eight,1177,0.00%,,,,
10000300321948,Pharmacy Nahdi One  Two Two,1177,0.00%,,,,
10000300104773,AlDawaa Pharmacy Seven hundred and eighty one,1176,0.00%,,,,
10000300172150,AlDawaa Pharmacy Two hundred and eighty six,1174,0.00%,,,,
10000300163217,Pharmacy Nahdi One Two Two,1172,0.00%,,,,
10000300094586,AlDawaa Pharmacy number Seven hundred and sixty six,1171,0.00%,,,,
10000300322912,Nahdi Pharmacy No three hundred and ninetyfive,1169,0.00%,,,,
10000300177977,almaha opticals,1169,0.00%,,,,
10000300241740,Al Dawaa Pharmacy one thousand one hundred thirty eight,1168,0.00%,,,,
10000300128822,Almadina Optical AlBadia Branch,1167,0.00%,,,,
10000300117908,Pharmacy Nahdi Seven Five,1167,0.00%,,,,
10000300152483,nahdi30,1164,0.00%,,,,
10000300161484,aldawaa pharmacy ninty nine,1162,0.00%,,,,
10000300105747,Pharmacy Nahdi One Seven Five,1162,0.00%,,,,
10000300040282,Basmat Alfairoz medical complex,1160,0.00%,,,,
10000300274683,aram for dental,1160,0.00%,,,,
10000300082052,almahaopticals,1160,0.00%,,,,
10000300163928,Pharmacy Nahdi Six,1159,0.00%,,,,
